timestamp,attack_type,target_industry,country,financial_loss,affected_users,response_time,data_breach_size,network_traffic,vulnerability_score,high_risk_incident
2020-01-01,Malware,Education,Germany,19.7471939111274,10023,1.5969949284817937,84580.6361759575,1127.669176452595,6.327753335884525,0
2020-01-02,Insider Threat,Government,Japan,1.0488254395992196,9961,4.397812435756656,1632.2859725378432,1117.4585398582265,8.706341518899475,0
2020-01-03,DDoS,Healthcare,UK,71.54073799725894,10090,6.3171946063591795,156.83390917788083,969.7962821868806,4.378376483563465,0
2020-01-04,Insider Threat,Finance,Japan,2.183991528044195,10018,8.427277722600685,644.0067243287612,734.1753135312496,7.387617501097166,1
2020-01-05,Insider Threat,Technology,UK,99.9954329736594,9848,6.14962460590078,17101.212771883682,661.1966695603792,8.306473397468217,1
2020-01-06,Ransomware,Technology,Germany,6.315624980793505,10048,1.215906627897878,16666.48372130316,787.7270990076338,2.9057636235771653,0
2020-01-07,DDoS,Finance,Germany,9.42964978923364,10002,4.028606061075331,114.61977071724876,874.5988101976792,9.114851591917468,0
2020-01-08,DDoS,Finance,India,32.36344075272819,10010,4.2474771982376796,7663.760079732802,1501.5374169143852,1.6340044436142453,0
2020-01-09,DDoS,Healthcare,UK,66.94772243500854,10028,3.8482251093138573,157.49996656748178,1375.4984636420004,9.115474049179218,0
2020-01-10,Insider Threat,Government,India,7.4831667882256365,10083,6.156611283801661,1335.4655169295847,822.0051296269169,2.472696033662711,0
2020-01-11,Malware,Technology,UK,28.99727115347705,9918,5.273853947666252,2453.722172239444,1134.9106848687293,4.03452642550884,0
2020-01-12,DDoS,Healthcare,India,32.971238772812775,10005,7.4221278090478995,13434.089405440736,979.7133375788376,6.44711698151347,0
2020-01-13,Insider Threat,Government,Germany,11.930987213328892,10270,2.809231138676211,2102.377276785025,1070.797229384523,9.151150291937427,0
2020-01-14,Ransomware,Healthcare,Japan,6.13993835996485,10120,9.982476574015314,392.3974118123253,835.4138079792015,3.301312965087117,1
2020-01-15,Malware,Technology,India,90.5229377051261,9948,1.2671932650758742,279.2526475249332,1672.5279491390638,7.87216522119918,1
2020-01-16,Ransomware,Finance,UK,34.904533953202524,9961,2.949743001560183,4171.276299178996,1559.3499170162263,7.393922274167823,0
2020-01-17,Malware,Finance,UK,0.7242824109338042,9854,3.180473717902138,839.1597235036303,912.2147453860676,2.4373788592795043,0
2020-01-18,Insider Threat,Government,Germany,81.22283187679157,9937,5.156210174084813,1316.343067865879,821.1012952832708,5.315175501258952,1
2020-01-19,Phishing,Education,UK,197.62612086633652,10026,1.766848024507378,20763.028060008462,1277.641790026479,5.333545838598689,1
2020-01-20,Malware,Government,USA,46.560853297150395,10074,0.6670569575048164,7113.828624313005,637.0992443756766,3.741506331909851,0
2020-01-21,Ransomware,Education,Japan,35.02957978769612,9951,4.4082951184960315,71238.71411343661,1253.784377430812,8.019291848822158,0
2020-01-22,Insider Threat,Healthcare,India,105.35743853160713,9944,1.8454176970566836,389.0100421753922,1037.6397935375614,9.333404671357886,1
2020-01-23,Malware,Healthcare,Japan,152.36895487349616,9972,3.6635541167227315,721.7054231596753,569.770802201059,7.449152127425352,1
2020-01-24,Phishing,Technology,Germany,70.23043566645467,9981,1.6187937407737716,4304.320904930466,954.4688461164259,9.756592597205332,0
2020-01-25,Phishing,Education,India,29.480179401472117,10056,1.994871101654284,113277.40715303259,803.2738010015901,1.454216239734511,0
2020-01-26,DDoS,Technology,India,44.85154486417417,9854,2.603794920568056,608.0573650387341,1048.5340734062968,1.3350041658045568,0
2020-01-27,DDoS,Finance,USA,60.35477792222823,10037,6.508740764656986,3218.984745552039,1017.251887635704,9.04472809743922,0
2020-01-28,Ransomware,Education,Germany,10.800550610362704,9915,0.9365429381595408,41875.666504071465,595.8055175354914,9.080203327269421,0
2020-01-29,Malware,Government,UK,29.63804368907872,10101,1.2562839039800504,3293.947690195443,899.756951158736,1.9640870657909413,0
2020-01-30,Malware,Finance,USA,88.54530051164909,9905,6.386879860150495,22925.55965531631,1172.4160947549162,4.2170144416203215,1
2020-01-31,DDoS,Finance,USA,53.17075436772627,9946,1.4990146168409009,149489.11284344838,1224.0724515856527,8.51855120301568,0
2020-02-01,Malware,Government,Japan,26.48378096100783,9883,4.246239545507201,5378.945727951981,891.0825856121492,2.156866097514813,0
2020-02-02,Malware,Finance,Japan,54.43743481368431,9979,6.661928027982547,7457.393591286552,1137.331192864781,3.406852653482864,0
2020-02-03,Phishing,Education,Japan,6.290771132880992,9952,2.9971057334318636,13172.546415714402,1079.9140602833834,7.128964331721578,0
2020-02-04,DDoS,Technology,USA,25.666238080963694,9936,4.418917070214779,488.4597163936853,984.2068828731933,9.837091490301981,0
2020-02-05,Insider Threat,Finance,UK,78.78288174666368,9897,6.738553505334717,153.98674946124154,1139.1637618136167,8.17424956063353,0
2020-02-06,DDoS,Education,India,12.455693166689707,10060,2.2467377615486495,4092.47329221639,722.4386713612947,7.995858605329486,0
2020-02-07,Insider Threat,Healthcare,Japan,10.287381304231962,10010,5.898753805811558,853.8377985857238,1000.2911202475958,4.083963973220232,0
2020-02-08,Phishing,Education,UK,150.61204970088872,9854,4.898651627537861,24477.66724796168,518.81822905278,6.952087645043268,1
2020-02-09,Ransomware,Technology,Germany,11.779637955697817,9995,6.5399569685549155,5589.216083124933,983.7624082449199,2.017794600377452,0
2020-02-10,Malware,Education,Japan,15.117359385806278,10003,10.458986042801184,23661.932371106177,1427.5079214055584,9.930403298651493,1
2020-02-11,Phishing,Government,India,174.6918557065098,10110,9.05159608114549,269.53606419578415,904.142334732421,5.3252588597859125,1
2020-02-12,Malware,Technology,Germany,66.34631612061717,9995,1.6878701244840497,22094.25429357567,1397.5120384750621,6.749270814379406,0
2020-02-13,Ransomware,Healthcare,Germany,60.13144089793919,9861,6.039365122386909,30.038606284226493,908.9235793537258,8.885547088133084,0
2020-02-14,Ransomware,Government,India,95.84110137260137,10008,3.789761810627311,317.59586558585204,674.5836698751311,1.008684656592076,1
2020-02-15,Phishing,Education,Japan,6.154905157608904,10053,1.743264410310541,10556.286927171766,1199.6183494047248,9.783841848366773,0
2020-02-16,Ransomware,Technology,USA,61.201333377562165,10037,1.62530696915241,1091.0296537283862,1139.1802125962763,4.232433809531738,0
2020-02-17,Insider Threat,Healthcare,India,35.02758727349226,10081,0.3185182452515903,1322.6552004141888,1695.7023802709496,4.056316672562437,0
2020-02-18,Ransomware,Government,India,88.34865240334783,9932,6.0170642568822394,3694.0125385727015,706.2112850400733,2.3055700248338846,1
2020-02-19,Malware,Healthcare,India,35.47823250252669,9965,4.150594684267809,51221.262819434734,1106.9242132075938,8.72365969255187,0
2020-02-20,Malware,Education,Germany,48.41096854316381,9814,2.4999994924674764,63.845177242426445,1117.6129753698078,8.837555822805164,0
2020-02-21,Malware,Healthcare,UK,32.479690117688385,10181,1.8752041803260604,36221.66593948157,1317.4554105576394,1.1799009905040123,0
2020-02-22,Malware,Finance,USA,32.51960943552986,9965,10.416706853631375,40738.148348049835,1158.9396799689398,1.501526987859847,1
2020-02-23,Insider Threat,Government,Japan,73.04442553910106,10050,4.707282002879189,1087.0824726837657,913.5767367314239,9.265074945703034,0
2020-02-24,DDoS,Healthcare,Japan,49.519258370032226,9847,7.337822962749593,742.6540961328,678.6783379385622,2.105813190496614,0
2020-02-25,Phishing,Education,UK,50.15554294076349,10127,2.4427804585325235,2354.441084844081,1103.986867742679,6.58834717570263,0
2020-02-26,Malware,Education,India,29.917536983163412,10118,6.060617092031912,711.7000857545394,1112.3261954551072,6.576854051514843,0
2020-02-27,Ransomware,Healthcare,USA,37.86930027321557,10014,2.9034297027699414,5940.527070963635,1189.4248066889518,8.827573015977888,0
2020-02-28,Malware,Education,Japan,68.46550394517283,9966,0.7147411894567326,7708.080712196366,913.1698460436685,6.153886948831106,0
2020-02-29,Ransomware,Technology,Japan,87.41802460331381,10066,0.4542350756918857,133.24385569092362,1083.445468108249,4.9061027017956595,1
2020-03-01,Ransomware,Technology,India,59.62880012200813,10045,5.100369044005029,473.09094799029,536.7546124261473,9.76942704331941,0
2020-03-02,Malware,Technology,UK,128.89913898520905,9887,3.873203813057588,278.5846441406887,691.2261258088727,3.05933928399073,1
2020-03-03,Insider Threat,Finance,USA,85.83002703142043,9985,4.692338832556941,4579.636830873013,1280.6588541734209,3.3644621591486494,1
2020-03-04,Ransomware,Healthcare,UK,41.26127173902871,10020,2.5986565289814383,17062.941359338358,1053.9506584216565,1.7629268931874718,0
2020-03-05,Ransomware,Finance,UK,55.64662769509726,10078,7.02679853991536,348.3225827495348,1142.7460293906745,9.777851354394498,0
2020-03-06,Malware,Education,USA,130.39323958364557,10026,3.770586635497588,16823.840088137375,820.4944776712518,7.357241879538539,1
2020-03-07,Ransomware,Finance,USA,48.2698531078427,9938,7.948343964235737,468.9053749014455,782.3641699932724,1.1088737874226093,0
2020-03-08,Ransomware,Education,Japan,87.09333793426735,9880,1.4067931780114749,12547.08842862614,872.9346213405678,7.338826248211338,1
2020-03-09,Malware,Education,Japan,58.36766195716769,9921,3.8450875047997464,1690.0901352260553,1071.3053284111304,4.63722500002323,0
2020-03-10,Malware,Government,USA,40.141000272557655,9842,3.5318739891254136,1232.251901304838,1205.7752366928166,9.707947225618073,0
2020-03-11,Phishing,Technology,Germany,13.842922680345954,10141,1.7199281944196076,29287.06046052181,925.2669835353688,3.4964875194615375,0
2020-03-12,Insider Threat,Education,Japan,27.756078059416676,9975,4.651265009626248,106444.76191540938,502.1252709556511,7.3925770484250855,0
2020-03-13,Insider Threat,Government,Germany,171.70073873551934,9964,0.7215705152954881,61.344230040824876,1120.311281755292,6.646907353369562,1
2020-03-14,Ransomware,Technology,USA,53.612938164832336,9947,2.4433429052171927,9885.965059793298,1080.1156465363863,1.1084497740662385,0
2020-03-15,Insider Threat,Education,Japan,41.55101413485872,10191,4.2095061088498795,4249.97544534797,1143.7518934669267,8.96695236399136,0
2020-03-16,Ransomware,Education,UK,135.1207744437805,9978,1.3545734413464519,11111.823660254542,1256.9494366749286,2.2565139431766985,1
2020-03-17,Phishing,Finance,USA,44.15631279729546,10154,3.265069697659949,167.83334135273327,1233.2675471797877,6.972299010980498,0
2020-03-18,Malware,Finance,India,37.336103096529314,9976,6.834608496089261,340.8214350576019,1408.2442683418526,7.979936057148601,0
2020-03-19,Malware,Technology,Germany,71.21245167330048,9822,3.4346716740068817,778.3221786791426,1008.5253190143632,6.678348818486149,0
2020-03-20,Malware,Education,USA,62.355432538733915,10041,3.2899636798990954,4564.807107140856,870.4216842520511,1.8740248076229302,0
2020-03-21,Insider Threat,Healthcare,USA,10.731495298522137,9938,5.327422802341187,688.6219998549012,1312.2522522316483,9.77661222629222,0
2020-03-22,Phishing,Finance,Japan,31.86748833279733,9965,1.0582822243657057,1562.362256074926,1272.5068166026665,3.1313612306910015,0
2020-03-23,Insider Threat,Technology,Japan,31.981784477390818,9872,0.6264189942443834,15694.34672214068,930.1444919076442,6.650782929494821,0
2020-03-24,Insider Threat,Education,Japan,23.758810419323968,10002,4.9913113054573985,179445.57510842883,1331.7657471632165,8.174602524351801,0
2020-03-25,Phishing,Education,India,36.41732167555843,9957,5.016189482510776,13607.828331137072,1022.3585419933281,9.453124089158605,0
2020-03-26,Phishing,Healthcare,Japan,26.645671812310702,9992,3.5033526819647585,16627.120540157608,1382.8969050967783,6.436094763303171,0
2020-03-27,Phishing,Technology,USA,11.11628738228928,9962,10.854354202969764,2072.0586541370953,1518.7645429828647,3.3314873424680407,1
2020-03-28,Phishing,Education,Japan,26.58259015399091,10096,0.8180873577905597,502.09693339168757,1792.3215249084571,8.529751156662698,0
2020-03-29,Malware,Finance,UK,3.751101281068858,10057,1.1315567090634837,1553.2177324970892,1018.6712177170928,2.4689796935506436,0
2020-03-30,DDoS,Healthcare,Japan,42.87584553069427,10148,1.9669507206269348,2654.9882212467746,1424.6292565162448,1.2005418526396356,0
2020-03-31,DDoS,Technology,India,96.08926744725478,9987,7.400038753431603,292.8686955332053,1256.1538869481174,9.173339725981615,1
2020-04-01,Phishing,Healthcare,UK,64.6014334855589,10104,5.37106670446327,15218.108872535639,1284.0884844456991,6.178500622491454,0
2020-04-02,DDoS,Finance,USA,22.345148991320084,10047,12.065061572748037,62249.20661702757,1127.3295606342697,1.6267734173018678,1
2020-04-03,DDoS,Technology,USA,4.554869610165747,9962,1.45780329377078,3807.940799476657,1285.3313679502962,6.217564484107047,0
2020-04-04,Phishing,Healthcare,Germany,11.291695806695325,9968,3.051293813477859,26059.768166616956,587.7747209211532,2.3051275149020376,0
2020-04-05,DDoS,Government,UK,39.42680562768905,10111,6.142962860750846,33418.47888794354,991.3474253941918,1.2824740575717857,0
2020-04-06,Insider Threat,Finance,Germany,11.600202201392142,10051,0.7288407128994232,376.41774602237024,803.9555301322594,2.0487164274167875,0
2020-04-07,Ransomware,Finance,UK,39.260175236293556,10030,3.862732236316397,92.23945182289847,778.8650243199947,7.9759668565537325,0
2020-04-08,Ransomware,Finance,UK,13.172178945544882,10154,6.947147916238269,1098.79381986481,569.3493716387359,7.800948143322398,0
2020-04-09,Phishing,Government,India,94.49856967829541,10147,9.330607952308553,3611.0916374334925,841.9856820870035,6.438863214237549,1
2020-04-10,Malware,Government,Germany,25.31441936712964,10072,2.7978304814276287,272.5266720657098,947.7548478623327,2.8839546092152517,0
2020-04-11,Phishing,Education,India,14.088355084638362,10123,3.0190464212897545,51248.78376768251,1055.2927928419754,7.650703592157777,0
2020-04-12,Malware,Healthcare,UK,83.65249121621557,9972,0.31129908178068355,146914.06904270273,996.2714564740945,4.672407404935608,1
2020-04-13,Ransomware,Education,USA,20.991309184514105,10070,1.6415200468089817,4265.837884088598,1315.7016126647493,5.596782554137061,0
2020-04-14,Phishing,Healthcare,UK,5.91033871197636,10099,2.5063359525680897,418.38637646395114,731.1992635020256,9.078766239936892,0
2020-04-15,Insider Threat,Government,India,42.24614148077224,10039,2.5889989992280955,7884.000226576855,416.90298168513334,5.1207177136431286,0
2020-04-16,DDoS,Government,Germany,43.56159082222108,10125,1.6997224024982458,415.7646775741204,1159.435179617381,6.637295384663416,0
2020-04-17,Malware,Education,Germany,62.7099431111297,10125,3.643470808774005,29324.74852512887,985.981485066115,9.655763426541172,0
2020-04-18,DDoS,Technology,India,13.736280764872872,10026,3.7265602419978956,1876.4497084678362,979.7527379147854,5.062509089505976,0
2020-04-19,DDoS,Education,Germany,29.328790432528407,9826,2.473424023508876,12765.553791955701,786.1645363813984,6.046551083734212,0
2020-04-20,Phishing,Healthcare,Japan,16.589913166597363,10089,3.067538744620049,18102.30436220224,1272.741110864325,6.259731623951032,0
2020-04-21,DDoS,Education,USA,4.22094081718468,9874,3.595048993189622,8742.190160300008,874.2805765559431,3.166404029854789,0
2020-04-22,Insider Threat,Finance,USA,104.62181120804274,10108,5.189504098420778,105932.93238984479,734.9279968331332,7.632298560546571,1
2020-04-23,DDoS,Healthcare,USA,65.25780736139454,9991,2.3280403987141214,4257.963324894387,1502.278315608076,7.539733254464628,0
2020-04-24,Phishing,Healthcare,Germany,17.93836080778332,9990,3.337190182116543,1089.647323125068,1207.4722106626018,2.9220106734611386,0
2020-04-25,Insider Threat,Technology,Germany,45.736222066391534,9987,0.6429253268211857,44.50586141534099,987.9525062813534,1.1200424035106136,0
2020-04-26,Ransomware,Government,UK,11.236226778978477,9973,3.5023328244372065,30.940857245623576,267.62738316825425,9.990474135116077,0
2020-04-27,DDoS,Healthcare,UK,110.47141686892215,9982,12.520899115785634,10982.695870177455,929.3726126348081,6.234289596646207,1
2020-04-28,Phishing,Government,USA,6.103090643187644,9986,8.26346180517487,2063.8158087205798,993.514993931302,2.629288381384012,1
2020-04-29,Ransomware,Education,Japan,0.1922263118648315,9968,3.106719652534265,583.5956636121343,1439.1046005916328,3.5520893426321143,0
2020-04-30,Ransomware,Finance,UK,34.85858317083161,10178,4.681975504782173,321.240371000566,475.0067401654104,6.560128379881899,0
2020-05-01,Malware,Technology,UK,43.74878176178106,10097,1.6531212017223365,13120.204815883131,1468.077040655371,2.238540229432723,0
2020-05-02,Insider Threat,Government,Germany,43.252003704903366,10174,2.4346095439923903,416.93482228505076,1131.0799372333036,1.3355257339806081,0
2020-05-03,DDoS,Healthcare,Japan,2.802700295797264,10020,1.688155315507,77755.29839540584,637.7251425344971,8.186318510092692,0
2020-05-04,Phishing,Government,USA,18.847075588848575,9927,4.123805251500631,328395.2628342166,1276.544750785441,7.442616199167251,0
2020-05-05,Malware,Healthcare,UK,34.577317812292364,9989,5.929851466594369,492.7127642796287,926.8380648918024,3.7864148331968517,0
